SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY,DAYS_CREDIT_ENDDATE-m-DAYS_CREDIT,DAYS_ENDDATE_FACT-m-DAYS_CREDIT,DAYS_ENDDATE_FACT-m-DAYS_CREDIT_ENDDATE,DAYS_CREDIT_UPDATE-m-DAYS_CREDIT,DAYS_CREDIT_UPDATE-m-DAYS_CREDIT_ENDDATE,DAYS_CREDIT_UPDATE-m-DAYS_ENDDATE_FACT,AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM,AMT_CREDIT_SUM-m-AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_DEBT-dby-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM-dby-debt-p-AMT_CREDIT_SUM_DEBT-p-AMT_CREDIT_SUM_LIMIT
106437,6743378,Active,currency 1,-308,0,1518.0,,69677.73,0,5400000.0,4919159.88,0.0,0.0,Consumer credit,-28,0.0,1826.0,,,280,-1546.0,,480840.1200000001,0.9109555333333333,inf,inf,4919159.88,1.097748422846545
106437,6743369,Active,currency 1,-328,0,782.0,,,0,229500.0,230809.5,0.0,0.0,Credit card,-13,0.0,1110.0,,,315,-795.0,,-1309.5,1.0057058823529412,-inf,inf,230809.5,0.9943264900274902
106437,6743374,Closed,currency 1,-442,0,1384.0,-301.0,,0,1350000.0,,,0.0,Consumer credit,-297,0.0,1826.0,141.0,-1685.0,145,-1681.0,4.0,,,,,,
106437,6743376,Active,currency 1,-442,0,,,,0,225000.0,,,0.0,Credit card,-10,,,,,432,,,,,,,,
106437,6743362,Closed,currency 1,-546,0,1280.0,-303.0,,0,1264500.0,0.0,0.0,0.0,Consumer credit,-278,22540.5,1826.0,243.0,-1583.0,268,-1558.0,25.0,1264500.0,0.0,inf,,0.0,inf
106437,6743364,Closed,currency 1,-755,0,1801.0,-295.0,,0,540000.0,0.0,0.0,0.0,Consumer credit,-292,,2556.0,460.0,-2096.0,463,-2093.0,3.0,540000.0,0.0,inf,,0.0,inf
106437,6743372,Closed,currency 1,-777,0,-777.0,-777.0,,0,1350000.0,,,0.0,Consumer credit,-777,22950.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,
106437,6743375,Active,currency 1,-777,0,1042.0,,,0,1350000.0,0.0,,0.0,Consumer credit,-21,0.0,1819.0,,,756,-1063.0,,1350000.0,0.0,,,,
106437,6744343,Closed,currency 1,-777,0,-748.0,-748.0,,0,1350000.0,,,0.0,Consumer credit,-748,,29.0,29.0,0.0,29,0.0,0.0,,,,,,
106437,6743363,Closed,currency 1,-806,0,657.0,-775.0,,0,1333161.0,0.0,0.0,0.0,Consumer credit,-506,22801.5,1463.0,31.0,-1432.0,300,-1163.0,269.0,1333161.0,0.0,inf,,0.0,inf
106437,6743366,Closed,currency 1,-1191,0,636.0,-1008.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-805,,1827.0,183.0,-1644.0,386,-1441.0,203.0,1350000.0,0.0,inf,,0.0,inf
106437,6743367,Closed,currency 1,-1229,0,-924.0,-1173.0,,0,72441.0,0.0,0.0,0.0,Consumer credit,-1172,,305.0,56.0,-249.0,57,-248.0,1.0,72441.0,0.0,inf,,0.0,inf
106437,6743377,Active,currency 1,-1411,0,416.0,,,0,958455.0,314608.5,,0.0,Consumer credit,-10,,1827.0,,,1401,-426.0,,643846.5,0.32824545753321754,,,,
106437,6743368,Closed,currency 1,-1623,0,-253.0,-1411.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-1066,0.0,1370.0,212.0,-1158.0,557,-813.0,345.0,675000.0,0.0,inf,,0.0,inf
106437,6743373,Closed,currency 1,-1803,0,-709.0,-981.0,,0,0.0,0.0,,0.0,Credit card,-552,,1094.0,822.0,-272.0,1251,157.0,429.0,0.0,,,,,
106437,6743365,Closed,currency 1,-1833,0,-709.0,-981.0,,0,0.0,0.0,0.0,0.0,Credit card,-539,13860.0,1124.0,852.0,-272.0,1294,170.0,442.0,0.0,,,,0.0,
106437,6743361,Closed,currency 1,-1834,0,-736.0,-1618.0,,0,485266.5,0.0,0.0,0.0,Consumer credit,-1066,15974.235,1098.0,216.0,-882.0,768,-330.0,552.0,485266.5,0.0,inf,,0.0,inf
106437,6744342,Closed,currency 1,-2378,0,-1166.0,-1452.0,,0,675000.0,0.0,0.0,0.0,Consumer credit,-1450,0.0,1212.0,926.0,-286.0,928,-284.0,2.0,675000.0,0.0,inf,,0.0,inf
106437,6743370,Sold,currency 1,-2470,0,-1740.0,,,0,262737.0,,,0.0,Credit card,-2164,,730.0,,,306,-424.0,,,,,,,
106437,6743371,Closed,currency 1,-2470,0,-1901.0,-1901.0,,0,262737.0,,,0.0,Consumer credit,-1901,138702.06,569.0,569.0,0.0,569,0.0,0.0,,,,,,
112442,6189288,Active,currency 1,-456,0,1370.0,,,0,675000.0,562986.0,0.0,0.0,Consumer credit,-25,,1826.0,,,431,-1395.0,,112014.0,0.8340533333333333,inf,inf,562986.0,1.1989640950219012
112442,6189289,Active,currency 1,-456,0,1370.0,,,0,1381500.0,1152243.0,0.0,0.0,Consumer credit,-25,16596.0,1826.0,,,431,-1395.0,,229257.0,0.8340521172638437,inf,inf,1152243.0,1.1989658431424621
112442,6189287,Active,currency 1,-678,0,647.0,,,0,324000.0,313690.5,0.0,0.0,Credit card,-12,,1325.0,,,666,-659.0,,10309.5,0.9681805555555556,inf,inf,313690.5,1.0328651967464746
112442,6189286,Closed,currency 1,-1265,0,-1109.0,-1109.0,,0,51750.0,0.0,0.0,0.0,Consumer credit,-1108,,156.0,156.0,0.0,157,1.0,1.0,51750.0,0.0,inf,,0.0,inf
113364,6230270,Active,currency 1,-4,0,,,,0,27000.0,,,0.0,Microloan,-1,0.0,,,,3,,,,,,,,
113364,6230272,Active,currency 1,-165,0,27360.0,,0.0,0,90000.0,63054.81,19939.095,0.0,Credit card,-13,0.0,27525.0,,,152,-27373.0,,26945.190000000002,0.7006089999999999,1.3513747740306168,3.1623707094028086,82993.905,1.0844169821868244
113364,6230271,Active,currency 1,-166,0,1653.0,,9875.16,0,1134900.0,1079288.235,0.0,0.0,Consumer credit,-2,,1819.0,,,164,-1655.0,,55611.7649999999,0.9509985329103887,inf,inf,1079288.235,1.0515263330003777
113364,6230267,Closed,currency 1,-334,0,1492.0,-147.0,,0,405000.0,0.0,0.0,0.0,Consumer credit,-72,30420.0,1826.0,187.0,-1639.0,262,-1564.0,75.0,405000.0,0.0,inf,,0.0,inf
113364,6230269,Active,currency 1,-390,0,877.0,,,0,112500.0,113958.0,0.0,0.0,Credit card,-72,24750.0,1267.0,,,318,-949.0,,-1458.0,1.01296,-inf,inf,113958.0,0.987205812667825
113364,6230268,Closed,currency 1,-653,0,1173.0,-162.0,,0,243000.0,0.0,0.0,0.0,Consumer credit,-72,24750.0,1826.0,491.0,-1335.0,581,-1245.0,90.0,243000.0,0.0,inf,,0.0,inf
117693,5634459,Closed,currency 1,-623,0,-439.0,-439.0,,0,38925.0,0.0,,0.0,Consumer credit,-436,,184.0,184.0,0.0,187,3.0,3.0,38925.0,0.0,,,,
117693,5634457,Closed,currency 1,-1379,0,-648.0,-641.0,,0,128025.0,0.0,0.0,0.0,Consumer credit,-641,,731.0,738.0,7.0,738,7.0,0.0,128025.0,0.0,inf,,0.0,inf
117693,5634458,Closed,currency 1,-2787,0,-2444.0,-2440.0,,0,69750.0,0.0,,0.0,Consumer credit,-2440,,343.0,347.0,4.0,347,4.0,0.0,69750.0,0.0,,,,
118978,5496380,Closed,currency 1,-26,0,-10.0,-17.0,,0,22500.0,0.0,0.0,0.0,Consumer credit,-12,,16.0,9.0,-7.0,14,-2.0,5.0,22500.0,0.0,inf,,0.0,inf
118978,5496381,Closed,currency 1,-75,0,-59.0,-68.0,,0,36000.0,0.0,0.0,0.0,Consumer credit,-66,,16.0,7.0,-9.0,9,-7.0,2.0,36000.0,0.0,inf,,0.0,inf
118978,5496382,Closed,currency 1,-86,0,-79.0,-81.0,,0,22500.0,0.0,0.0,0.0,Consumer credit,-70,,7.0,5.0,-2.0,16,9.0,11.0,22500.0,0.0,inf,,0.0,inf
118978,5496383,Active,currency 1,-96,0,177.0,,0.0,0,71905.5,58446.0,0.0,0.0,Consumer credit,-35,,273.0,,,61,-212.0,,13459.5,0.8128168220789787,inf,inf,58446.0,1.2302894979981522
118978,5496379,Closed,currency 1,-360,0,-207.0,-207.0,,0,270000.0,0.0,,0.0,Credit card,-198,,153.0,153.0,0.0,162,9.0,9.0,270000.0,0.0,,,,
126139,6273599,Closed,currency 1,-1259,0,-589.0,-589.0,10689.75,0,104020.875,0.0,0.0,0.0,Consumer credit,-583,,670.0,670.0,0.0,676,6.0,6.0,104020.875,0.0,inf,,0.0,inf
126613,5450897,Active,currency 1,-56,0,128.0,,,0,37359.0,31738.5,0.0,0.0,Consumer credit,-20,,184.0,,,36,-148.0,,5620.5,0.8495543242592146,inf,inf,31738.5,1.177087764072026
126613,5450899,Active,currency 1,-1031,0,,,11808.45,0,236250.0,222363.0,13886.82,0.0,Credit card,-13,,,,,1018,,,13887.0,0.9412190476190476,1.0000129619308091,16.012521225161702,236249.82,1.0000007619053424
126613,5450898,Closed,currency 1,-1095,0,-729.0,-728.0,9700.11,0,119626.38,0.0,0.0,0.0,Consumer credit,-580,,366.0,367.0,1.0,515,149.0,148.0,119626.38,0.0,inf,,0.0,inf
126613,5450896,Closed,currency 1,-1265,0,-179.0,-179.0,,0,1485000.0,0.0,0.0,0.0,Consumer credit,-178,,1086.0,1086.0,0.0,1087,1.0,1.0,1485000.0,0.0,inf,,0.0,inf
128682,6692652,Active,currency 1,-145,0,219.0,,,0,47686.5,33745.5,,0.0,Consumer credit,-24,3150.0,364.0,,,121,-243.0,,13941.0,0.7076531093705766,,,,
128682,6692651,Active,currency 1,-531,0,576.0,,,0,31500.0,36522.0,0.0,0.0,Credit card,-31,3150.0,1107.0,,,500,-607.0,,-5022.0,1.1594285714285715,-inf,inf,36522.0,0.8624938393297191
130852,5512434,Active,currency 1,-229,0,-199.0,,,0,45000.0,0.0,0.0,0.0,Credit card,-88,,30.0,,,141,111.0,,45000.0,0.0,inf,,0.0,inf
130852,5512437,Active,currency 1,-277,0,1549.0,,,0,855000.0,792067.5,0.0,0.0,Consumer credit,-29,,1826.0,,,248,-1578.0,,62932.5,0.9263947368421053,inf,inf,792067.5,1.0794534556713917
130852,5512440,Active,currency 1,-307,0,1063.0,,22854.24,0,1345500.0,1149736.5,0.0,0.0,Consumer credit,-29,,1370.0,,,278,-1092.0,,195763.5,0.854505016722408,inf,inf,1149736.5,1.1702681440486582
130852,5512439,Active,currency 1,-707,0,24.0,,0.0,0,45000.0,0.0,45000.0,0.0,Credit card,-32,,731.0,,,675,-56.0,,45000.0,0.0,1.0,0.0,45000.0,1.0
130852,5512435,Closed,currency 1,-1056,0,-883.0,-883.0,,0,37701.0,0.0,0.0,0.0,Consumer credit,-803,,173.0,173.0,0.0,253,80.0,80.0,37701.0,0.0,inf,,0.0,inf
130852,5512436,Active,currency 1,-1481,0,-1309.0,,,0,39325.5,6709.5,0.0,0.0,Consumer credit,-1316,,172.0,,,165,-7.0,,32616.0,0.17061448678338484,inf,inf,6709.5,5.861167002012072
139036,5384650,Closed,currency 1,-721,0,374.0,-654.0,,0,441000.0,0.0,,0.0,Consumer credit,-652,0.0,1095.0,67.0,-1028.0,69,-1026.0,2.0,441000.0,0.0,,,,
145024,5904250,Active,currency 1,-92,0,42.0,,,0,67500.0,46683.0,0.0,0.0,Credit card,-29,,134.0,,,63,-71.0,,20817.0,0.6916,inf,inf,46683.0,1.4459224985540775
145024,5904249,Active,currency 1,-175,0,31149.0,,,0,13500.0,0.0,0.0,0.0,Credit card,-21,,31324.0,,,154,-31170.0,,13500.0,0.0,inf,,0.0,inf
145024,5904251,Active,currency 1,-175,0,193.0,,0.0,0,139050.0,72733.5,0.0,0.0,Consumer credit,-19,,368.0,,,156,-212.0,,66316.5,0.5230744336569579,inf,inf,72733.5,1.911773804368001
145200,6021340,Active,currency 1,-665,0,1160.0,,0.0,0,2800773.0,1820430.0,0.0,0.0,Car loan,-11,71830.17,1825.0,,,654,-1171.0,,980343.0,0.6499741321413767,inf,inf,1820430.0,1.5385227665991001
148998,5610276,Closed,currency 1,-2352,0,-1253.0,-1285.0,,0,495000.0,0.0,0.0,0.0,Consumer credit,-1178,,1099.0,1067.0,-32.0,1174,75.0,107.0,495000.0,0.0,inf,,0.0,inf
164337,6613018,Active,currency 1,-217,0,3436.0,,,0,810000.0,803745.0,0.0,0.0,Credit card,-5,,3653.0,,,212,-3441.0,,6255.0,0.9922777777777778,inf,inf,803745.0,1.0077823190190918
164337,6613017,Closed,currency 1,-1540,0,-216.0,-190.0,,0,810000.0,0.0,0.0,0.0,Credit card,-185,,1324.0,1350.0,26.0,1355,31.0,5.0,810000.0,0.0,inf,,0.0,inf
164337,6613014,Closed,currency 1,-1853,0,-1518.0,-1545.0,,0,149347.8,0.0,,0.0,Consumer credit,-792,,335.0,308.0,-27.0,1061,726.0,753.0,149347.8,0.0,,,,
164337,6613019,Closed,currency 1,-2100,0,-1367.0,-1083.0,,0,90000.0,,,0.0,Credit card,-1082,,733.0,1017.0,284.0,1018,285.0,1.0,,,,,,
164337,6613020,Closed,currency 1,-2556,0,-2251.0,-2251.0,0.0,0,40455.0,0.0,0.0,0.0,Consumer credit,-2251,,305.0,305.0,0.0,305,0.0,0.0,40455.0,0.0,inf,,0.0,inf
164337,6613015,Closed,currency 1,-2626,0,-2291.0,-2319.0,,0,45979.2,0.0,,0.0,Consumer credit,-792,,335.0,307.0,-28.0,1834,1499.0,1527.0,45979.2,0.0,,,,
164337,6613016,Closed,currency 1,-2626,0,-2413.0,-2395.0,,0,21828.6,0.0,,0.0,Consumer credit,-792,,213.0,231.0,18.0,1834,1621.0,1603.0,21828.6,0.0,,,,
164337,6613013,Closed,currency 1,-2695,0,-2391.0,-2390.0,,0,50652.0,0.0,,0.0,Consumer credit,-527,,304.0,305.0,1.0,2168,1864.0,1863.0,50652.0,0.0,,,,
164337,6613012,Closed,currency 1,-2810,0,-2596.0,-2624.0,,0,48555.0,0.0,,0.0,Consumer credit,-792,,214.0,186.0,-28.0,2018,1804.0,1832.0,48555.0,0.0,,,,
168811,5092630,Active,currency 1,-58,0,,,0.0,0,150301.17,139189.5,11109.555,0.0,Credit card,-24,,,,,34,,,11111.670000000013,0.9260706353782874,1.0001903766622526,12.528809659792854,150299.055,1.0000140719447639
168811,5092629,Closed,currency 1,-815,0,-450.0,-413.0,3296.385,0,33210.0,0.0,0.0,0.0,Consumer credit,-408,,365.0,402.0,37.0,407,42.0,5.0,33210.0,0.0,inf,,0.0,inf
168811,5092627,Closed,currency 1,-1015,0,-833.0,-460.0,,0,45225.0,0.0,0.0,0.0,Consumer credit,-459,,182.0,555.0,373.0,556,374.0,1.0,45225.0,0.0,inf,,0.0,inf
168811,5092628,Closed,currency 1,-1415,0,-681.0,-683.0,,0,99454.5,0.0,0.0,0.0,Consumer credit,-683,,734.0,732.0,-2.0,732,-2.0,0.0,99454.5,0.0,inf,,0.0,inf
176903,6077242,Active,currency 1,-81,0,1027.0,,0.0,0,22500.0,22014.0,486.0,0.0,Credit card,-68,,1108.0,,,13,-1095.0,,486.0,0.9784,1.0,45.2962962962963,22500.0,1.0
176903,6077240,Active,currency 1,-391,0,1435.0,,,0,495000.0,431595.0,0.0,0.0,Consumer credit,-23,,1826.0,,,368,-1458.0,,63405.0,0.8719090909090909,inf,inf,431595.0,1.146908560108435
176903,6077241,Closed,currency 1,-599,0,-508.0,-482.0,,0,13536.0,,,0.0,Consumer credit,-476,13257.0,91.0,117.0,26.0,123,32.0,6.0,,,,,,
176903,6077239,Active,currency 1,-602,0,601.0,,,0,225000.0,191853.0,0.0,0.0,Credit card,-99,13257.0,1203.0,,,503,-700.0,,33147.0,0.85268,inf,inf,191853.0,1.17277290425482
176903,6077238,Active,currency 1,-764,0,332.0,,,0,504.0,137979.0,0.0,0.0,Credit card,-19,13257.0,1096.0,,,745,-351.0,,-137475.0,273.76785714285717,-inf,inf,137979.0,0.0036527297632248388
176903,6077243,Active,currency 1,-764,0,332.0,,0.0,0,135000.0,134496.54,503.46,0.0,Credit card,-28,0.0,1096.0,,,736,-360.0,,503.45999999999185,0.9962706666666667,0.9999999999999839,267.1444404719342,135000.0,1.0
176903,6077246,Closed,currency 1,-778,0,-413.0,-442.0,0.0,0,30150.0,0.0,0.0,0.0,Consumer credit,-442,13257.0,365.0,336.0,-29.0,336,-29.0,0.0,30150.0,0.0,inf,,0.0,inf
176903,6311443,Active,currency 1,-858,0,27326.0,,0.0,2,157275.0,146070.45,11204.55,0.0,Credit card,-12,0.0,28184.0,,,846,-27338.0,,11204.549999999988,0.928758226037196,0.999999999999999,13.036708301538216,157275.0,1.0
176903,6311442,Active,currency 1,-980,0,,,,0,247500.0,,,0.0,Credit card,-17,13257.0,,,,963,,,,,,,,
176903,6077245,Closed,currency 1,-1120,0,-966.0,-966.0,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-966,,154.0,154.0,0.0,154,0.0,0.0,45000.0,0.0,inf,,0.0,inf
176903,6077244,Closed,currency 1,-1182,0,-969.0,-969.0,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-969,13257.0,213.0,213.0,0.0,213,0.0,0.0,45000.0,0.0,inf,,0.0,inf
179759,5356249,Active,currency 1,-88,0,275.0,,,0,110884.5,93874.5,0.0,0.0,Consumer credit,-26,,363.0,,,62,-301.0,,17010.0,0.8465971348565399,inf,inf,93874.5,1.181199367240305
179759,5356248,Closed,currency 1,-1096,0,-730.0,-730.0,,0,122022.0,0.0,0.0,0.0,Consumer credit,-720,,366.0,366.0,0.0,376,10.0,10.0,122022.0,0.0,inf,,0.0,inf
192887,5257536,Active,currency 1,-915,0,181.0,,11204.505,0,573979.59,144663.03,0.0,0.0,Consumer credit,-47,,1096.0,,,868,-228.0,,429316.55999999994,0.2520351464065125,inf,inf,144663.03,3.9677005935794374
192887,5257535,Closed,currency 1,-2879,0,-1782.0,-937.0,,0,270000.0,0.0,0.0,0.0,Consumer credit,-934,,1097.0,1942.0,845.0,1945,848.0,3.0,270000.0,0.0,inf,,0.0,inf
202714,6584538,Active,currency 1,-246,0,27462.0,,0.0,0,22500.0,17694.315,4805.685,0.0,Credit card,-9,,27708.0,,,237,-27471.0,,4805.685000000001,0.786414,1.0000000000000002,3.6819548097721757,22500.0,1.0
202714,6584537,Active,currency 1,-329,0,,,0.0,0,450000.0,123763.5,326236.455,0.0,Credit card,-20,,,,,309,,,326236.5,0.27503,1.0000001379367611,0.37936747442893837,449999.955,1.00000010000001
202714,6584536,Active,currency 1,-331,0,765.0,,,0,360000.0,311958.0,0.0,0.0,Consumer credit,-24,,1096.0,,,307,-789.0,,48042.0,0.86655,inf,inf,311958.0,1.1540015002019504
202714,6584535,Active,currency 1,-430,0,300.0,,,0,360000.0,185683.5,0.0,0.0,Consumer credit,-22,,730.0,,,408,-322.0,,174316.5,0.5157875,inf,inf,185683.5,1.93878292901631
202714,6584532,Closed,currency 1,-439,0,-255.0,-316.0,0.0,0,47694.6,0.0,0.0,0.0,Consumer credit,-281,,184.0,123.0,-61.0,158,-26.0,35.0,47694.6,0.0,inf,,0.0,inf
202714,6584531,Active,currency 1,-500,0,918.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-497,,1418.0,,,3,-1415.0,,0.0,,,,0.0,
202714,6584530,Active,currency 1,-500,0,-135.0,,0.0,0,81404.19,0.0,0.0,0.0,Consumer credit,-486,,365.0,,,14,-351.0,,81404.19,0.0,inf,,0.0,inf
202714,6584533,Closed,currency 1,-654,0,-289.0,-326.0,,0,90000.0,0.0,0.0,0.0,Consumer credit,-323,,365.0,328.0,-37.0,331,-34.0,3.0,90000.0,0.0,inf,,0.0,inf
202714,6584534,Active,currency 1,-928,0,164.0,,,0,108000.0,110970.0,0.0,0.0,Credit card,-17,,1092.0,,,911,-181.0,,-2970.0,1.0275,-inf,inf,110970.0,0.9732360097323601
203047,6463634,Active,currency 1,-116,0,1735.0,,,0,0.0,0.0,0.0,0.0,Credit card,-20,,1851.0,,,96,-1755.0,,0.0,,,,0.0,
203047,6463635,Active,currency 1,-116,0,1735.0,,,0,450000.0,35545.05,414454.95,0.0,Credit card,-20,,1851.0,,,96,-1755.0,,414454.95,0.078989,1.0,0.08576336221825799,450000.0,1.0
203047,6463643,Closed,currency 1,-116,0,-40.0,-40.0,0.0,0,278167.59,0.0,0.0,0.0,Consumer credit,-40,,76.0,76.0,0.0,76,0.0,0.0,278167.59,0.0,inf,,0.0,inf
203047,6463642,Active,currency 1,-262,0,1207.0,,0.0,0,364500.0,330295.05,0.0,0.0,Consumer credit,-40,,1469.0,,,222,-1247.0,,34204.95000000001,0.9061592592592592,inf,inf,330295.05,1.1035587726791547
203047,6463641,Active,currency 1,-377,0,720.0,,0.0,0,630000.0,480865.5,0.0,0.0,Consumer credit,-12,,1097.0,,,365,-732.0,,149134.5,0.7632785714285715,inf,inf,480865.5,1.310137658035355
203047,6463633,Active,currency 1,-415,0,1309.0,,,0,0.0,0.0,0.0,0.0,Credit card,-15,,1724.0,,,400,-1324.0,,0.0,,,,0.0,
203047,6463640,Active,currency 1,-543,0,187.0,,0.0,0,390330.0,137776.5,,0.0,Car loan,-20,,730.0,,,523,-207.0,,252553.5,0.3529744062716163,,,,
203047,6463639,Active,currency 1,-748,0,-321.0,,,0,61200.0,10346.22,,0.0,Consumer credit,-407,,427.0,,,341,-86.0,,50853.78,0.16905588235294117,,,,
203047,6463632,Closed,currency 1,-1113,0,1431.0,-170.0,,0,1395000.0,0.0,,0.0,Credit card,-167,,2544.0,943.0,-1601.0,946,-1598.0,3.0,1395000.0,0.0,,,,
203047,6463637,Closed,currency 1,-1134,0,-921.0,-950.0,,0,29250.0,0.0,,0.0,Consumer credit,-744,,213.0,184.0,-29.0,390,177.0,206.0,29250.0,0.0,,,,
203047,6463638,Closed,currency 1,-1193,0,-827.0,-856.0,,0,40979.52,0.0,,0.0,Consumer credit,-744,,366.0,337.0,-29.0,449,83.0,112.0,40979.52,0.0,,,,
203047,6463636,Closed,currency 1,-1258,0,-1043.0,-1072.0,,0,48659.22,0.0,,0.0,Consumer credit,-744,,215.0,186.0,-29.0,514,299.0,328.0,48659.22,0.0,,,,
